description,rationale,use_case,impact_area,transferability_score,actionability_rating,evidence_strength,type_(form),tag_(application),unique?,role,function,company,industry,country,date,source_(interview_#/_name),link,notes
Build a 'traction dashboard' showing week-over-week growth in key metrics before approaching any investors,,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Y Combinator,https://www.youtube.com/watch?v=78Zxx3o55PM,"Video: How to Raise Startup Funding: EVERYTHING You Need to Know, Channel: Y Combinator, Category: fundraising, Content: Build a 'traction dashboard' showing week-over-week growth in key metrics before approaching any investors"
"Choose investors who have successfully backed companies in your exact space, not just generalist VCs with deep pockets",,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Y Combinator,https://www.youtube.com/watch?v=78Zxx3o55PM,"Video: How to Raise Startup Funding: EVERYTHING You Need to Know, Channel: Y Combinator, Category: fundraising, Content: Choose investors who have successfully backed companies in your exact space, not just generalist VCs with deep pockets"
Start with manual sales calls to 50 prospects before building any sales automation or hiring salespeople,,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Y Combinator,https://www.youtube.com/watch?v=4hjiRmgmHiU,"Video: The Sales Playbook for Founders | Startup School, Channel: Y Combinator, Category: sales, Content: Start with manual sales calls to 50 prospects before building any sales automation or hiring salespeople"
"Create a 'sales playbook' documenting every objection and response that actually works, not generic sales scripts",,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Y Combinator,https://www.youtube.com/watch?v=4hjiRmgmHiU,"Video: The Sales Playbook for Founders | Startup School, Channel: Y Combinator, Category: sales, Content: Create a 'sales playbook' documenting every objection and response that actually works, not generic sales scripts"
Implement a 'customer success score' that measures how much value each customer derives from your product,,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Y Combinator,https://www.youtube.com/watch?v=4hjiRmgmHiU,"Video: The Sales Playbook for Founders | Startup School, Channel: Y Combinator, Category: sales, Content: Implement a 'customer success score' that measures how much value each customer derives from your product"
Build your MVP using no-code tools first to validate demand before writing any custom code or hiring developers,,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Indie Hackers,https://www.youtube.com/watch?v=180KJQryGwc,"Video: How I Built a SaaS Startup (From Idea to Revenue), Channel: Indie Hackers, Category: saas, Content: Build your MVP using no-code tools first to validate demand before writing any custom code or hiring developers"
Focus on solving one problem so well that users would pay 10x more than your current price for the solution,,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Indie Hackers,https://www.youtube.com/watch?v=180KJQryGwc,"Video: How I Built a SaaS Startup (From Idea to Revenue), Channel: Indie Hackers, Category: saas, Content: Focus on solving one problem so well that users would pay 10x more than your current price for the solution"
Share your startup journey publicly on Twitter/LinkedIn to attract potential customers who are facing the same problems,,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Indie Hackers,https://www.youtube.com/watch?v=180KJQryGwc,"Video: How I Built a SaaS Startup (From Idea to Revenue), Channel: Indie Hackers, Category: saas, Content: Share your startup journey publicly on Twitter/LinkedIn to attract potential customers who are facing the same problems"
Measure PMF by asking users 'How would you feel if you could no longer use this product?' - 40%+ should say 'very disappointed',,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Y Combinator,https://www.youtube.com/watch?v=p7hpZ2o5CRc,"Video: Achieving Product Market Fit: Strategies and Tactics Every Startup Needs, Channel: Y Combinator, Category: product_market_fit, Content: Measure PMF by asking users 'How would you feel if you could no longer use this product?' - 40%+ should say 'very disappointed'"
Track user engagement by measuring the percentage of users who complete your core workflow within 7 days of signing up,,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Y Combinator,https://www.youtube.com/watch?v=p7hpZ2o5CRc,"Video: Achieving Product Market Fit: Strategies and Tactics Every Startup Needs, Channel: Y Combinator, Category: product_market_fit, Content: Track user engagement by measuring the percentage of users who complete your core workflow within 7 days of signing up"
Pivot when you've tried 3 different customer segments and none show consistent week-over-week growth above 20%,,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Y Combinator,https://www.youtube.com/watch?v=p7hpZ2o5CRc,"Video: Achieving Product Market Fit: Strategies and Tactics Every Startup Needs, Channel: Y Combinator, Category: product_market_fit, Content: Pivot when you've tried 3 different customer segments and none show consistent week-over-week growth above 20%"
"Build your company with a specific exit strategy in mind from day one, not as an afterthought when you're ready to sell",,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Y Combinator,https://www.youtube.com/watch?v=LBTKgvnTyYw,"Video: How do startup exits work?, Channel: Y Combinator, Category: exits, Content: Build your company with a specific exit strategy in mind from day one, not as an afterthought when you're ready to sell"
Focus on building recurring revenue streams that continue generating cash even if you stop actively selling,,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Y Combinator,https://www.youtube.com/watch?v=LBTKgvnTyYw,"Video: How do startup exits work?, Channel: Y Combinator, Category: exits, Content: Focus on building recurring revenue streams that continue generating cash even if you stop actively selling"
Understand that strategic acquirers pay 3-5x more than financial buyers for companies that fill a specific gap in their portfolio,,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Y Combinator,https://www.youtube.com/watch?v=LBTKgvnTyYw,"Video: How do startup exits work?, Channel: Y Combinator, Category: exits, Content: Understand that strategic acquirers pay 3-5x more than financial buyers for companies that fill a specific gap in their portfolio"
Implement the build-measure-learn cycle by setting up automated analytics that track user behavior changes within 24 hours of each feature launch,,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Y Combinator,https://www.youtube.com/watch?v=G-wwOK4X0lc,"Video: Everything About Lean Startup in 12 Minutes, Channel: Y Combinator, Category: lean_startup, Content: Implement the build-measure-learn cycle by setting up automated analytics that track user behavior changes within 24 hours of each feature launch"
"Focus on validated learning by measuring how user behavior changes when you remove features, not just when you add them",,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Y Combinator,https://www.youtube.com/watch?v=G-wwOK4X0lc,"Video: Everything About Lean Startup in 12 Minutes, Channel: Y Combinator, Category: lean_startup, Content: Focus on validated learning by measuring how user behavior changes when you remove features, not just when you add them"
"Make pivot decisions based on 3 months of consistent data showing the same trend, not on gut feelings or anecdotal feedback",,,,,,Anecdotal,pattern,,,,,,,,2025-08-25,youtube/Y Combinator,https://www.youtube.com/watch?v=G-wwOK4X0lc,"Video: Everything About Lean Startup in 12 Minutes, Channel: Y Combinator, Category: lean_startup, Content: Make pivot decisions based on 3 months of consistent data showing the same trend, not on gut feelings or anecdotal feedback"
